invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00001471,V00254,PO0000337,CT000254,P0040,USA,EUR,2025-02-09,2025-02-12,5695.67,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Hawkins-Moss,Professional Services,USA,60,Low,0.1904,60,20417.76,Home Care,60,Standard,2025-04-13,2025-03-28,Queued,ACH,2025-02-12,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,60,2025-04-13,2025-04-15,16,16,1,1,30,0,0.1904,0.5052,0.3109,1,0,0,1,0,0.25,0.7,0.2,8.647637072578863,Low,Behavioural,2025-03,60,2025-04-13,2,2025-04-15,2,1.0,0.7608353611995305,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch,4,HOLD,Review Required,High,"Invoice INV00001471 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001473,V00144,PO0000845,CT000144,P0052,Brazil,BRL,2025-06-15,2025-06-19,271329.29,60,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Page and Sons,Marketing,Brazil,60,Low,0.1507,60,143202.49,Corporate,60,Strategic,2025-08-15,2025-08-08,Queued,ACH,2025-06-21,14,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,60,2025-08-18,2025-08-21,10,10,1,0,0,-3,0.1507,0.4174,0.3964,0,0,1,1,0,0.42,0.7,0.2,12.51109214003745,Very High,System error,2025-08,60,2025-08-18,2,2025-08-20,3,0.8333,0.8697189798224645,Behavioural,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; Manual override; High-value early payment,5,ESCALATE,Escalated,Critical,"Invoice INV00001473 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 15.1%. Recommended action: ESCALATE.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001478,V00047,PO0000519,CT000047,P0079,UK,INR,2026-02-13,2026-02-17,59313.21,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Walker, Moyer and Owens",Marketing,UK,60,Low,0.1897,60,62398.34,Beauty,60,Standard,2026-04-15,2026-04-08,Queued,SEPA,2026-02-17,1,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 079,AP LATAM,159,0.1764,0.1523,1,Port clearance,Approved,Finance Lead,0,60,2026-04-18,2026-04-16,10,10,1,0,0,-3,0.1897,0.1523,0.1764,0,0,0,0,0,0.22,0.55,0.2,10.990604185284433,Very High,UPR,2026-04,60,2026-04-18,-3,2026-04-15,-2,0.8333,0.6220204182870178,UPR,Release before contractual due date; SAP due date differs from contract,2,DEFER,Deferred,High,"Invoice INV00001478 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: DEFER.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001481,V00041,PO0000524,CT000041,P0026,UK,USD,2025-08-05,2025-08-11,19908.21,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Hill Inc,Logistics,UK,45,Low,0.128,45,13357.88,Nutrition,45,Standard,2025-09-25,2025-09-16,Queued,SEPA,2025-08-12,17,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 026,AP India,147,0.0852,0.1746,1,Executive exception,Approved,Procurement,1,45,2025-09-25,2025-09-23,9,9,1,0,0,0,0.128,0.1746,0.0852,0,0,0,0,0,0.22,0.55,0.2,9.898937717717537,High,UPR,2025-09,45,2025-09-25,0,2025-09-25,-2,0.6667,0.7118579877927708,UPR,Release before contractual due date,1,APPROVE,Ready to Release,High,"Invoice INV00001481 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 12.8%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001483,V00287,PO0000950,CT000287,P0024,India,BRL,2026-01-28,2026-02-03,73181.22,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Collins-Hudson,Raw Materials,India,60,Low,0.3314,60,78579.46,Nutrition,60,Standard,2026-04-04,2026-03-31,Queued,SEPA,2026-02-03,16,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Late Night,Processor 024,AP LATAM,74,0.359,0.0502,1,Port clearance,Pending,Finance Lead,1,60,2026-04-04,2026-04-02,4,4,1,0,0,0,0.3314,0.0502,0.359,1,0,0,0,0,0.35,0.55,0.2,11.200707774270485,Very High,UPR,2026-03,60,2026-04-04,-1,2026-04-03,-2,0.8333,0.7975055577817032,UPR,Release before contractual due date; Repeat vendor early payment pattern,2,HOLD,Review Required,High,"Invoice INV00001483 has been flagged because it is scheduled to release 4 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 33.1%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001490,V00112,PO0000292,CT000112,P0052,USA,EUR,2025-04-03,2025-04-07,12609.39,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Cox, Small and Burns",Marketing,USA,60,Low,0.3575,60,67816.71,Beauty,60,Exception,2025-06-06,2025-05-23,Queued,Wire,2025-04-10,20,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,60,2025-06-06,2025-06-06,14,14,1,0,0,0,0.3575,0.4174,0.3964,0,0,0,1,0,0.25,0.7,0.2,9.44227635631576,Medium,Behavioural,2025-05,60,2025-06-06,0,2025-06-06,0,1.0,0.8767164268207881,Behavioural,Release before contractual due date; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,4,HOLD,Review Required,Critical,"Invoice INV00001490 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.8%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001493,V00171,PO0000444,CT000171,P0038,USA,BRL,2025-07-15,2025-07-16,38405.03,45,Medium,Approved,PAYMENT_TERM_MISMATCH,Vazquez-Huffman,Raw Materials,USA,90,Medium,0.2183,90,58947.13,Foods,90,Standard,2025-10-11,2025-09-25,Held,ACH,2025-07-18,8,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening,Processor 038,AP India,114,0.0794,0.3779,0,,Not Applicable,,0,90,2025-10-14,2025-10-20,19,19,1,1,45,-3,0.2183,0.3779,0.0794,1,0,0,1,1,0.25,0.65,0.2,10.555969757497701,High,System error,2025-09,90,2025-10-14,5,2025-10-19,6,0.8333,0.6200167264825118,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,5,HOLD,Review Required,High,"Invoice INV00001493 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001496,V00031,PO0000006,CT000031,P0021,Indonesia,ZAR,2025-08-31,2025-09-03,21437.3,90,Medium,Approved,PAYMENT_TERM_MISMATCH,Berger-Strong,Packaging,Indonesia,30,Medium,0.1042,30,35012.91,Corporate,30,Standard,2025-10-03,2025-08-31,Queued,NEFT,2025-09-03,1,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 021,AP Africa,148,0.1977,0.0641,0,,Not Applicable,,0,30,2025-10-03,2025-10-05,33,33,1,1,-60,0,0.1042,0.0641,0.1977,1,1,0,1,0,0.38,0.6,0.2,9.972934320996261,High,Insufficient audit trail,2025-08,30,2025-10-03,2,2025-10-05,2,1.0,0.24953130400597995,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch,4,HOLD,Review Required,Low,"Invoice INV00001496 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 10.4%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001499,V00016,PO0000489,CT000016,P0030,USA,BRL,2025-08-31,2025-09-03,17787.48,45,Medium,Approved,PAYMENT_TERM_MISMATCH,Garza-Carter,Professional Services,USA,30,Low,0.1906,30,30914.75,Home Care,30,Standard,2025-09-30,2025-09-02,Queued,Wire,2025-09-06,2,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 030,AP Africa,103,0.1944,0.3109,0,,Not Applicable,,0,30,2025-10-03,2025-10-08,31,31,1,1,-15,-3,0.1906,0.3109,0.1944,0,0,0,1,0,0.25,0.6,0.2,9.786306335750433,High,System error,2025-09,30,2025-10-03,7,2025-10-10,5,0.6667,0.31187000532693643,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,5,HOLD,Review Required,Low,"Invoice INV00001499 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.1%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001500,V00343,PO0000544,CT000343,P0056,South Africa,BRL,2025-03-26,2025-04-01,8000.29,30,Low,Approved,CORA_SAP_SYSTEM_ERROR,Sheppard-Martin,IT Services,South Africa,30,Low,0.0769,30,14616.08,Foods,30,Standard,2025-04-28,2025-04-18,Queued,Wire,2025-04-03,1,Held,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Evening,Processor 056,AP Africa,104,0.0713,0.3449,0,,Not Applicable,,0,30,2025-05-01,2025-05-06,13,13,1,0,0,-3,0.0769,0.3449,0.0713,0,0,0,1,1,0.4,0.65,0.2,8.98735805766259,Low,System error,2025-04,30,2025-05-01,6,2025-05-07,5,0.8333,0.5977945411062514,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract,3,DEFER,Deferred,Medium,"Invoice INV00001500 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.7%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001501,V00384,PO0000854,CT000384,P0036,Brazil,BRL,2025-05-12,2025-05-12,32714.69,90,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Massey Ltd,Professional Services,Brazil,45,Medium,0.2488,45,84817.82,Ice Cream,45,Standard,2025-06-26,2025-06-09,Queued,ACH,2025-05-12,8,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Afternoon,Processor 036,AP India,167,0.3129,0.482,1,Critical supply continuity,Approved,Plant Manager,1,45,2025-06-26,2025-06-26,17,17,1,1,-45,0,0.2488,0.482,0.3129,0,0,0,0,0,0.42,0.55,0.55,10.395610058323971,High,UPR,2025-06,45,2025-06-26,1,2025-06-27,0,0.8333,0.8764609467818137,UPR,Release before contractual due date; 15+ days early; PO/invoice payment term mismatch; Manual override,4,HOLD,Review Required,Critical,"Invoice INV00001501 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 24.9%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00001504,V00295,PO0000743,CT000295,P0033,South Africa,IDR,2026-01-31,2026-02-02,19625.97,60,Medium,Approved,AUDIT_GAP_EARLY_RELEASE,Adkins and Sons,Logistics,South Africa,60,High,0.2097,30,64391.27,Corporate,60,Standard,2026-04-03,2026-03-15,Queued,ACH,2026-02-03,20,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening,Processor 033,AP Americas,106,0.1406,0.2025,0,,Not Applicable,,0,60,2026-04-03,2026-04-05,19,19,1,1,-30,0,0.2097,0.2025,0.1406,0,1,0,1,0,0.4,0.6,0.2,9.884659919778262,High,Insufficient audit trail,2026-03,60,2026-04-03,2,2026-04-05,2,1.0,0.5602046417444473,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch,4,HOLD,Review Required,Medium,"Invoice INV00001504 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.0%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001506,V00194,PO0000076,CT000194,P0078,South Africa,EUR,2025-05-05,2025-05-09,123542.22,90,Medium,Pending,NORMAL_ON_TIME,Romero-Armstrong,Professional Services,South Africa,90,High,0.4912,90,16804.61,Corporate,90,Standard,2025-08-07,2025-07-26,Queued,Wire,2025-05-10,16,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 078,AP SEA,73,0.2089,0.079,0,,Not Applicable,,0,90,2025-08-07,2025-08-08,12,12,1,0,0,0,0.4912,0.079,0.2089,1,1,1,1,0,0.4,0.6,0.55,11.72434633334279,Very High,Insufficient audit trail,2025-07,90,2025-08-07,0,2025-08-07,1,0.8333,0.36776672867368454,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; High-value early payment; Repeat vendor early payment pattern,4,ESCALATE,Escalated,Medium,"Invoice INV00001506 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 49.1%. Recommended action: ESCALATE.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001508,V00185,PO0000910,CT000185,P0025,Indonesia,BRL,2026-02-12,2026-02-15,17243.72,30,Critical,Approved,REPEAT_VENDOR_PATTERN,Leblanc-Patrick,Raw Materials,Indonesia,90,Medium,0.4125,30,108183.28,Corporate,30,Standard,2026-03-22,2026-02-17,Held,Wire,2026-02-19,16,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 025,AP LATAM,108,0.1383,0.0848,0,,Not Applicable,,0,30,2026-03-17,2026-03-17,28,28,1,0,0,5,0.4125,0.0848,0.1383,0,0,0,1,0,0.38,0.6,0.2,9.75526128864881,Medium,System error,2026-02,30,2026-03-17,6,2026-03-23,3,0.5,0.5332908647904034,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00001508 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 41.2%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001509,V00015,PO0001080,CT000015,P0072,UK,IDR,2025-03-24,2025-03-29,24738.3,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Thomas-Nguyen,Marketing,UK,30,Low,0.1359,30,131627.19,Beauty,30,Standard,2025-04-28,2025-04-10,Queued,ACH,2025-04-02,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,30,2025-04-28,2025-04-30,18,18,1,1,-15,0,0.1359,0.3203,0.3462,0,0,0,1,0,0.22,0.7,0.2,10.116148351285881,High,Behavioural,2025-04,30,2025-04-28,3,2025-05-01,2,0.8333,0.8595931100542445,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Manual override,5,HOLD,Review Required,Critical,"Invoice INV00001509 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 13.6%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001510,V00075,PO0001171,CT000075,P0065,India,EUR,2026-01-21,2026-01-24,77305.01,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Robinson-Ford,Marketing,India,60,High,0.2366,60,96982.99,Corporate,60,Standard,2026-03-30,2026-03-14,Held,ACH,2026-01-24,13,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 065,AP SEA,78,0.3607,0.2022,0,,Not Applicable,,0,60,2026-03-25,2026-03-28,11,11,1,0,0,5,0.2366,0.2022,0.3607,0,1,0,1,0,0.35,0.6,0.2,11.25552698058297,Very High,System error,2026-03,60,2026-03-25,3,2026-03-28,3,1.0,0.568154361305107,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract,3,DEFER,Deferred,Medium,"Invoice INV00001510 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 23.7%. Recommended action: DEFER.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001511,V00222,PO0000356,CT000222,P0072,Brazil,MXN,2026-03-29,2026-04-04,164203.73,60,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE,"Sanders, White and Valdez",Facilities,Brazil,60,Medium,0.1956,60,60205.32,Nutrition,60,Standard,2026-06-03,2026-05-23,Queued,SEPA,2026-04-04,9,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,60,2026-06-03,2026-06-04,11,11,1,0,0,0,0.1956,0.3203,0.3462,0,1,1,1,0,0.42,0.7,0.2,12.00886928191931,Very High,Behavioural,2026-05,60,2026-06-03,2,2026-06-05,1,0.8333,0.9088510106032279,Behavioural,Release before contractual due date; UPR missing but paid early; Manual override; High-value early payment,4,ESCALATE,Escalated,Critical,"Invoice INV00001511 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.6%. Recommended action: ESCALATE.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001513,V00033,PO0000616,CT000033,P0049,USA,BRL,2025-10-27,2025-11-01,17237.41,60,High,Pending,REPEAT_VENDOR_PATTERN,"Barnes, Simmons and Foley",Packaging,USA,60,High,0.3281,60,28743.68,Beauty,60,Standard,2025-12-31,2025-12-04,Queued,SEPA,2025-11-01,17,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 049,AP LATAM,124,0.0624,0.0576,0,,Not Applicable,,0,60,2025-12-31,2025-12-31,27,27,1,0,0,0,0.3281,0.0576,0.0624,0,0,0,1,0,0.25,0.6,0.55,9.754895312586287,Medium,Insufficient audit trail,2025-12,60,2025-12-31,0,2025-12-31,0,1.0,0.3525162915318154,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; Repeat vendor early payment pattern,4,HOLD,Review Required,Medium,"Invoice INV00001513 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.8%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00001516,V00037,PO0000571,CT000037,P0041,India,INR,2025-03-15,2025-03-18,56804.38,30,High,Approved,NORMAL_ON_TIME,"Perry, Duke and Olson",Facilities,India,90,Low,0.2374,90,185065.21,Foods,90,Exception,2025-06-13,2025-06-20,Queued,ACH,2025-03-20,9,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Evening,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,90,2025-06-16,2025-06-18,-4,0,0,1,60,-3,0.2374,0.47,0.3611,0,0,0,0,0,0.35,0.0,0.2,10.947386318533606,Very High,Not applicable / on-time,2025-06,90,2025-06-16,1,2025-06-17,2,0.8333,0.7625515620348875,Not applicable / on-time,SAP due date differs from contract; PO/invoice payment term mismatch; Manual override,3,DEFER,Deferred,High,"Invoice INV00001516 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 23.7%. Recommended action: DEFER.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00001517,V00218,PO0001091,CT000218,P0064,India,INR,2025-12-12,2025-12-13,32111.73,45,Low,Approved,AUDIT_GAP_EARLY_RELEASE,"Howell, Waller and Holloway",Facilities,India,60,Low,0.093,60,12744.34,Corporate,60,Standard,2026-02-16,2026-01-08,Queued,Wire,2025-12-13,24,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,60,2026-02-11,2026-02-16,34,34,1,1,15,5,0.093,0.4673,0.3606,0,0,0,1,0,0.35,0.7,0.2,10.37700780371246,High,System error,2026-01,60,2026-02-11,4,2026-02-15,5,0.8333,0.8536597566161988,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Manual override,6,HOLD,Review Required,Critical,"Invoice INV00001517 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 9.3%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001518,V00388,PO0000061,CT000388,P0045,Mexico,EUR,2025-07-02,2025-07-05,37174.52,30,Critical,Approved,REPEAT_VENDOR_PATTERN,"Dixon, Thompson and Evans",IT Services,Mexico,30,Low,0.364,30,56170.1,Foods,30,Exception,2025-08-04,2025-07-14,Queued,NEFT,2025-07-06,15,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning,Processor 045,AP Europe,168,0.1767,0.2184,0,,Not Applicable,,0,30,2025-08-04,2025-08-04,21,21,1,0,0,0,0.364,0.2184,0.1767,0,0,0,1,0,0.36,0.7,0.2,10.523405759125616,High,Behavioural,2025-07,30,2025-08-04,1,2025-08-05,0,0.8333,0.5584940974013822,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00001518 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.4%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00001519,V00166,PO0001203,CT000166,P0082,UK,BRL,2025-08-17,2025-08-22,7990.35,60,Critical,Approved,CORA_SAP_SYSTEM_ERROR,Rollins Inc,Logistics,UK,60,Low,0.2495,60,15795.73,Home Care,60,Standard,2025-10-07,2025-10-03,Queued,ACH,2025-08-23,14,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Late Night,Processor 082,AP LATAM,157,0.1671,0.2869,0,,Not Applicable,,0,60,2025-10-21,2025-10-25,18,18,1,0,0,-14,0.2495,0.2869,0.1671,0,0,0,1,1,0.22,0.65,0.2,8.986114985689486,Low,System error,2025-10,60,2025-10-21,4,2025-10-25,4,1.0,0.8760282777635762,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,Critical,"Invoice INV00001519 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.9%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00001525,V00372,PO0000525,CT000372,P0070,USA,ZAR,2025-02-15,2025-02-21,32897.41,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,"Smith, Perez and Young",Raw Materials,USA,30,Medium,0.3283,30,44534.75,Home Care,30,Standard,2025-03-09,2025-02-23,Queued,Wire,2025-02-22,4,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Evening,Processor 070,AP SEA,60,0.0695,0.1465,0,,Not Applicable,,0,30,2025-03-23,2025-03-27,28,28,1,0,0,-14,0.3283,0.1465,0.0695,0,1,0,1,1,0.25,0.65,0.2,10.401179607318138,High,System error,2025-02,30,2025-03-23,6,2025-03-29,4,0.6667,0.8032805321541528,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00001525 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
