follow_up_id,invoice_id,owner,follow_up_type,follow_up_status,created_date,due_date,aging_days,latest_response,next_action,generated_email_text,reminder_text
FUP00000092,INV00000185,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000185

Hi AP Team,

Invoice INV00000185 for vendor Rogers, Sheppard and Mercado is scheduled to release 34 days before the contractual due date.

Risk score: 0.70
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-23 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000185. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000093,INV00000186,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000186

Hi AP Team,

Invoice INV00000186 for vendor Pittman, Rodriguez and Smith is scheduled to release 17 days before the contractual due date.

Risk score: 0.89
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-03-18 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000186. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000094,INV00000187,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000187

Hi AP Team,

Invoice INV00000187 for vendor Dunn, Garrison and Rivera is scheduled to release 9 days before the contractual due date.

Risk score: 0.31
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2026-01-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000187. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000095,INV00000189,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000189

Hi AP Team,

Invoice INV00000189 for vendor Collins-Hudson is scheduled to release 9 days before the contractual due date.

Risk score: 0.64
Root cause: UPR
Recommended action: DEFER
Recommended release date: 2026-04-06 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000189. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000096,INV00000191,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000191

Hi AP Team,

Invoice INV00000191 for vendor Smith, Perez and Young is scheduled to release 31 days before the contractual due date.

Risk score: 0.29
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2026-03-10 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000191. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000097,INV00000195,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000195

Hi AP Team,

Invoice INV00000195 for vendor Mills-Clark is scheduled to release 11 days before the contractual due date.

Risk score: 0.86
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-06-05 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000195. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000098,INV00000197,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000197

Hi AP Team,

Invoice INV00000197 for vendor Smith, Skinner and Carson is scheduled to release 9 days before the contractual due date.

Risk score: 0.86
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2026-04-25 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000197. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000099,INV00000198,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000198

Hi AP Team,

Invoice INV00000198 for vendor Craig, Patton and Herrera is scheduled to release 10 days before the contractual due date.

Risk score: 0.79
Root cause: System error
Recommended action: DEFER
Recommended release date: 2026-04-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000198. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000100,INV00000199,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000199

Hi AP Team,

Invoice INV00000199 for vendor King, Fowler and Webster is scheduled to release 10 days before the contractual due date.

Risk score: 0.30
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2025-09-24 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000199. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000101,INV00000200,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000200

Hi AP Team,

Invoice INV00000200 for vendor Lawrence-Fowler is scheduled to release 23 days before the contractual due date.

Risk score: 0.62
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-05-29 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000200. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000102,INV00000204,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000204

Hi AP Team,

Invoice INV00000204 for vendor Sullivan, Valencia and Delgado is scheduled to release 39 days before the contractual due date.

Risk score: 0.86
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-03-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000204. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000103,INV00000206,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000206

Hi AP Team,

Invoice INV00000206 for vendor Collins-Hudson is scheduled to release 13 days before the contractual due date.

Risk score: 0.63
Root cause: System error
Recommended action: DEFER
Recommended release date: 2025-10-20 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000206. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000104,INV00000208,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000208

Hi AP Team,

Invoice INV00000208 for vendor Sullivan-Grant is scheduled to release 0 days before the contractual due date.

Risk score: 0.80
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2025-12-11 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000208. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000105,INV00000209,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000209

Hi AP Team,

Invoice INV00000209 for vendor James Inc is scheduled to release 21 days before the contractual due date.

Risk score: 0.73
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-12-13 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000209. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000106,INV00000210,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000210

Hi AP Team,

Invoice INV00000210 for vendor Johnson-Parks is scheduled to release 12 days before the contractual due date.

Risk score: 0.82
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-07-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000210. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000107,INV00000211,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000211

Hi AP Team,

Invoice INV00000211 for vendor Aguirre-Leach is scheduled to release 13 days before the contractual due date.

Risk score: 0.72
Root cause: System error
Recommended action: DEFER
Recommended release date: 2026-04-09 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000211. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000108,INV00000213,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000213

Hi AP Team,

Invoice INV00000213 for vendor Shields-Gaines is scheduled to release 5 days before the contractual due date.

Risk score: 0.77
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-09-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000213. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000109,INV00000215,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000215

Hi AP Team,

Invoice INV00000215 for vendor Lopez-Barajas is scheduled to release 12 days before the contractual due date.

Risk score: 0.77
Root cause: System error
Recommended action: DEFER
Recommended release date: 2025-05-31 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000215. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000110,INV00000217,Finance Lead,Escalation,Escalated,2026-05-11,2026-05-13,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000217

Hi AP Team,

Invoice INV00000217 for vendor Wheeler PLC is scheduled to release 3 days before the contractual due date.

Risk score: 0.75
Root cause: UPR
Recommended action: ESCALATE
Recommended release date: 2025-09-05 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000217. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000111,INV00000220,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000220

Hi AP Team,

Invoice INV00000220 for vendor Garrett-Howell is scheduled to release 34 days before the contractual due date.

Risk score: 0.81
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-03-08 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000220. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000112,INV00000225,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000225

Hi AP Team,

Invoice INV00000225 for vendor Murphy-Johnson is scheduled to release 0 days before the contractual due date.

Risk score: 0.77
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2025-12-21 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000225. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000113,INV00000227,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000227

Hi AP Team,

Invoice INV00000227 for vendor Murray and Sons is scheduled to release 35 days before the contractual due date.

Risk score: 0.87
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-10-09 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000227. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000114,INV00000228,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000228

Hi AP Team,

Invoice INV00000228 for vendor Jones, Soto and Wong is scheduled to release 0 days before the contractual due date.

Risk score: 0.61
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2025-10-26 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000228. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000115,INV00000229,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000229

Hi AP Team,

Invoice INV00000229 for vendor Camacho, Barnes and Collins is scheduled to release 17 days before the contractual due date.

Risk score: 0.75
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-11-30 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000229. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000116,INV00000230,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000230

Hi AP Team,

Invoice INV00000230 for vendor Bentley-Dixon is scheduled to release 17 days before the contractual due date.

Risk score: 0.39
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-03-24 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000230. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000117,INV00000231,Finance Lead,Escalation,Escalated,2026-05-11,2026-05-13,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000231

Hi AP Team,

Invoice INV00000231 for vendor Jackson-Nguyen is scheduled to release 5 days before the contractual due date.

Risk score: 0.76
Root cause: UPR
Recommended action: ESCALATE
Recommended release date: 2026-03-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000231. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000118,INV00000233,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000233

Hi AP Team,

Invoice INV00000233 for vendor Howard, Daniels and Beard is scheduled to release 44 days before the contractual due date.

Risk score: 0.68
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-05-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000233. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000119,INV00000241,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000241

Hi AP Team,

Invoice INV00000241 for vendor Lewis, Meyers and Parker is scheduled to release 32 days before the contractual due date.

Risk score: 0.57
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000241. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000120,INV00000242,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000242

Hi AP Team,

Invoice INV00000242 for vendor Walters, Jackson and Clark is scheduled to release 32 days before the contractual due date.

Risk score: 0.69
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-08-20 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000242. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000121,INV00000245,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000245

Hi AP Team,

Invoice INV00000245 for vendor Nelson LLC is scheduled to release 22 days before the contractual due date.

Risk score: 0.85
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-22 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000245. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000122,INV00000246,Finance Lead,Escalation,Escalated,2026-05-11,2026-05-13,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000246

Hi AP Team,

Invoice INV00000246 for vendor Walters, Rose and Richardson is scheduled to release 8 days before the contractual due date.

Risk score: 0.80
Root cause: UPR
Recommended action: ESCALATE
Recommended release date: 2025-12-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000246. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000123,INV00000248,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000248

Hi AP Team,

Invoice INV00000248 for vendor Simon Ltd is scheduled to release 33 days before the contractual due date.

Risk score: 0.29
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-08-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000248. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000124,INV00000253,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000253

Hi AP Team,

Invoice INV00000253 for vendor Aguirre Group is scheduled to release 14 days before the contractual due date.

Risk score: 0.85
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-01-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000253. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000125,INV00000255,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000255

Hi AP Team,

Invoice INV00000255 for vendor Allen, Shaw and Green is scheduled to release 27 days before the contractual due date.

Risk score: 0.22
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-01-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000255. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000126,INV00000256,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000256

Hi AP Team,

Invoice INV00000256 for vendor Wallace PLC is scheduled to release 14 days before the contractual due date.

Risk score: 0.76
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-10-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000256. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000127,INV00000259,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000259

Hi AP Team,

Invoice INV00000259 for vendor Perez and Sons is scheduled to release 19 days before the contractual due date.

Risk score: 0.34
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-10-05 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000259. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000128,INV00000262,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000262

Hi AP Team,

Invoice INV00000262 for vendor Williams, Bates and James is scheduled to release 0 days before the contractual due date.

Risk score: 0.68
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2025-04-23 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000262. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000129,INV00000264,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000264

Hi AP Team,

Invoice INV00000264 for vendor Petersen-Rodriguez is scheduled to release 0 days before the contractual due date.

Risk score: 0.63
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2026-02-01 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000264. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000130,INV00000265,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000265

Hi AP Team,

Invoice INV00000265 for vendor Walsh, Stanton and Walker is scheduled to release 25 days before the contractual due date.

Risk score: 0.76
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-12-24 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000265. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000131,INV00000269,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000269

Hi AP Team,

Invoice INV00000269 for vendor Baker Group is scheduled to release 33 days before the contractual due date.

Risk score: 0.57
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-03-01 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000269. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000132,INV00000270,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000270

Hi AP Team,

Invoice INV00000270 for vendor Crawford PLC is scheduled to release 12 days before the contractual due date.

Risk score: 0.62
Root cause: System error
Recommended action: DEFER
Recommended release date: 2025-12-28 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000270. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000133,INV00000274,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000274

Hi AP Team,

Invoice INV00000274 for vendor Jefferson-Norman is scheduled to release 34 days before the contractual due date.

Risk score: 0.59
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-04-27 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000274. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000134,INV00000277,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000277

Hi AP Team,

Invoice INV00000277 for vendor Johnson-Parks is scheduled to release 31 days before the contractual due date.

Risk score: 0.78
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-07-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000277. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000135,INV00000278,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000278

Hi AP Team,

Invoice INV00000278 for vendor Richards Ltd is scheduled to release 6 days before the contractual due date.

Risk score: 0.85
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-05-22 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000278. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000136,INV00000279,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000279

Hi AP Team,

Invoice INV00000279 for vendor Harris-Anderson is scheduled to release 33 days before the contractual due date.

Risk score: 0.65
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-02-05 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000279. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000137,INV00000280,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000280

Hi AP Team,

Invoice INV00000280 for vendor Johnson, Carlson and Travis is scheduled to release 17 days before the contractual due date.

Risk score: 0.83
Root cause: UPR
Recommended action: DEFER
Recommended release date: 2026-04-29 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000280. Please confirm hold/release decision and attach supporting approval evidence.
FUP00000138,INV00000281,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00000281

Hi AP Team,

Invoice INV00000281 for vendor Carr, Smith and Benton is scheduled to release 3 days before the contractual due date.

Risk score: 0.84
Root cause: UPR
Recommended action: DEFER
Recommended release date: 2026-05-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00000281. Please confirm hold/release decision and attach supporting approval evidence.
