audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00000604,INV00001189,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:18,Not applicable / on-time,DEFER until 2025-04-05 00:00:00,0.5529,Open,"Invoice INV00001189 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.6%. Recommended action: DEFER."
AUD00000605,INV00001190,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:19,System error,DEFER until 2025-06-15 00:00:00,0.5291,Open,"Invoice INV00001190 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.2%. Recommended action: DEFER."
AUD00000606,INV00001192,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:20,Not applicable / on-time,HOLD until 2025-03-13 00:00:00,0.7973,Open,"Invoice INV00001192 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 15.8%. Recommended action: HOLD."
AUD00000607,INV00001196,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:21,Insufficient audit trail,DEFER until 2026-03-25 00:00:00,0.3619,Open,"Invoice INV00001196 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 41.5%. Recommended action: DEFER."
AUD00000608,INV00001197,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:22,Behavioural,HOLD until 2025-11-18 00:00:00,0.4202,Open,"Invoice INV00001197 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.6%. Recommended action: HOLD."
AUD00000609,INV00001198,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:23,Not applicable / on-time,DEFER until 2026-03-31 00:00:00,0.5208,Open,"Invoice INV00001198 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 5.3%. Recommended action: DEFER."
AUD00000610,INV00001199,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:24,System error,DEFER until 2026-01-07 00:00:00,0.5442,Open,"Invoice INV00001199 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 11.6%. Recommended action: DEFER."
AUD00000611,INV00001200,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:25,System error,HOLD until 2025-11-18 00:00:00,0.7001,Open,"Invoice INV00001200 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 38.6%. Recommended action: HOLD."
AUD00000612,INV00001202,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:26,System error,HOLD until 2025-04-29 00:00:00,0.651,Open,"Invoice INV00001202 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.9%. Recommended action: HOLD."
AUD00000613,INV00001204,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:25:27,UPR,APPROVE until 2026-04-11 00:00:00,0.7427,Closed,"Invoice INV00001204 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 12.0%. Recommended action: APPROVE."
AUD00000614,INV00001207,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:28,UPR,HOLD until 2025-04-16 00:00:00,0.7774,Open,"Invoice INV00001207 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 15.5%. Recommended action: HOLD."
AUD00000615,INV00001209,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:25:29,UPR,APPROVE until 2025-06-21 00:00:00,0.7485,Closed,"Invoice INV00001209 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 9.9%. Recommended action: APPROVE."
AUD00000616,INV00001210,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:30,System error,DEFER until 2025-02-23 00:00:00,0.611,Open,"Invoice INV00001210 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 1.0%. Recommended action: DEFER."
AUD00000617,INV00001211,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:31,System error,HOLD until 2025-02-23 00:00:00,0.7212,Open,"Invoice INV00001211 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 45.1%. Recommended action: HOLD."
AUD00000618,INV00001215,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:32,Insufficient audit trail,DEFER until 2026-01-11 00:00:00,0.2741,Open,"Invoice INV00001215 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 11.9%. Recommended action: DEFER."
AUD00000619,INV00001216,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:33,Insufficient audit trail,HOLD until 2025-10-01 00:00:00,0.3899,Open,"Invoice INV00001216 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 50.2%. Recommended action: HOLD."
AUD00000620,INV00001218,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:34,Behavioural,HOLD until 2025-06-23 00:00:00,0.8535,Open,"Invoice INV00001218 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.5%. Recommended action: HOLD."
AUD00000621,INV00001219,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:35,System error,DEFER until 2025-05-20 00:00:00,0.8151,Open,"Invoice INV00001219 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 33.8%. Recommended action: DEFER."
AUD00000622,INV00001220,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:36,Behavioural,HOLD until 2025-11-09 00:00:00,0.6637,Open,"Invoice INV00001220 has been flagged because it is scheduled to release 44 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 30.0%. Recommended action: HOLD."
AUD00000623,INV00001222,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:37,UPR,HOLD until 2026-02-11 00:00:00,0.8334,Open,"Invoice INV00001222 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 68.0%. Recommended action: HOLD."
AUD00000624,INV00001223,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:38,Not applicable / on-time,DEFER until 2025-06-04 00:00:00,0.6398,Open,"Invoice INV00001223 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.8%. Recommended action: DEFER."
AUD00000625,INV00001227,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:25:39,Not applicable / on-time,APPROVE until 2025-06-26 00:00:00,0.6571,Closed,"Invoice INV00001227 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 5.3%. Recommended action: APPROVE."
AUD00000626,INV00001228,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:40,Behavioural,HOLD until 2025-08-08 00:00:00,0.9444,Open,"Invoice INV00001228 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.3%. Recommended action: HOLD."
AUD00000627,INV00001229,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:41,Behavioural,HOLD until 2025-08-23 00:00:00,0.9036,Open,"Invoice INV00001229 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 11.0%. Recommended action: HOLD."
AUD00000628,INV00001233,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:25:42,Behavioural,ESCALATE until 2026-02-01 00:00:00,0.7498,Open,"Invoice INV00001233 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 13.6%. Recommended action: ESCALATE."
AUD00000629,INV00001235,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:43,System error,HOLD until 2025-09-02 00:00:00,0.7708,Open,"Invoice INV00001235 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 10.4%. Recommended action: HOLD."
AUD00000630,INV00001236,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:44,Insufficient audit trail,HOLD until 2026-03-06 00:00:00,0.4699,Open,"Invoice INV00001236 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.4%. Recommended action: HOLD."
AUD00000631,INV00001237,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:45,Insufficient audit trail,HOLD until 2025-04-04 00:00:00,0.5364,Open,"Invoice INV00001237 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 13.5%. Recommended action: HOLD."
AUD00000632,INV00001238,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:46,Insufficient audit trail,HOLD until 2026-04-09 00:00:00,0.4186,Open,"Invoice INV00001238 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 14.8%. Recommended action: HOLD."
AUD00000633,INV00001240,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:47,Behavioural,HOLD until 2025-08-15 00:00:00,0.9197,Open,"Invoice INV00001240 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 33.5%. Recommended action: HOLD."
AUD00000634,INV00001241,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:48,System error,HOLD until 2026-01-23 00:00:00,0.3755,Open,"Invoice INV00001241 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 55.5%. Recommended action: HOLD."
AUD00000635,INV00001243,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:49,Behavioural,HOLD until 2025-09-05 00:00:00,0.4582,Open,"Invoice INV00001243 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 40.0%. Recommended action: HOLD."
AUD00000636,INV00001246,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:50,Insufficient audit trail,HOLD until 2025-02-07 00:00:00,0.6185,Open,"Invoice INV00001246 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 43.1%. Recommended action: HOLD."
AUD00000637,INV00001250,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:51,Behavioural,HOLD until 2026-01-21 00:00:00,0.7246,Open,"Invoice INV00001250 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.8%. Recommended action: HOLD."
AUD00000638,INV00001251,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:52,Behavioural,HOLD until 2026-04-08 00:00:00,0.5784,Open,"Invoice INV00001251 has been flagged because it is scheduled to release 25 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 9.6%. Recommended action: HOLD."
AUD00000639,INV00001253,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:53,Not applicable / on-time,DEFER until 2026-04-13 00:00:00,0.5315,Open,"Invoice INV00001253 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.7%. Recommended action: DEFER."
AUD00000640,INV00001254,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:25:54,Not applicable / on-time,DEFER until 2025-12-02 00:00:00,0.6741,Open,"Invoice INV00001254 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.8%. Recommended action: DEFER."
AUD00000641,INV00001255,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:55,Behavioural,HOLD until 2025-08-05 00:00:00,0.8728,Open,"Invoice INV00001255 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 50.8%. Recommended action: HOLD."
AUD00000642,INV00001256,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:56,Behavioural,HOLD until 2025-09-12 00:00:00,0.9072,Open,"Invoice INV00001256 has been flagged because it is scheduled to release 43 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.8%. Recommended action: HOLD."
AUD00000643,INV00001257,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:57,Behavioural,HOLD until 2026-01-21 00:00:00,0.7422,Open,"Invoice INV00001257 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 31.2%. Recommended action: HOLD."
AUD00000644,INV00001260,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:25:58,System error,HOLD until 2026-01-27 00:00:00,0.6537,Open,"Invoice INV00001260 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00000645,INV00001262,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:25:59,UPR,APPROVE until 2025-09-25 00:00:00,0.648,Closed,"Invoice INV00001262 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 6.4%. Recommended action: APPROVE."
AUD00000646,INV00001265,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:00,Behavioural,HOLD until 2026-02-07 00:00:00,0.8244,Open,"Invoice INV00001265 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 3.6%. Recommended action: HOLD."
AUD00000647,INV00001267,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:01,System error,HOLD until 2026-04-16 00:00:00,0.6039,Open,"Invoice INV00001267 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.7%. Recommended action: HOLD."
AUD00000648,INV00001268,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:02,Behavioural,HOLD until 2025-03-20 00:00:00,0.7505,Open,"Invoice INV00001268 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: HOLD."
AUD00000649,INV00001271,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:03,Insufficient audit trail,DEFER until 2025-12-20 00:00:00,0.3147,Open,"Invoice INV00001271 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.3%. Recommended action: DEFER."
AUD00000650,INV00001272,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:04,UPR,HOLD until 2025-08-25 00:00:00,0.7815,Open,"Invoice INV00001272 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 7.0%. Recommended action: HOLD."
AUD00000651,INV00001274,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:05,System error,DEFER until 2025-09-04 00:00:00,0.619,Open,"Invoice INV00001274 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.5%. Recommended action: DEFER."
AUD00000652,INV00001280,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:06,Behavioural,HOLD until 2026-02-14 00:00:00,0.8013,Open,"Invoice INV00001280 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 23.4%. Recommended action: HOLD."
AUD00000653,INV00001282,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:07,UPR,HOLD until 2025-03-19 00:00:00,0.7688,Open,"Invoice INV00001282 has been flagged because it is scheduled to release 3 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 29.9%. Recommended action: HOLD."
AUD00000654,INV00001283,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:08,System error,HOLD until 2025-03-15 00:00:00,0.3225,Open,"Invoice INV00001283 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.0%. Recommended action: HOLD."
AUD00000655,INV00001284,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:09,Behavioural,HOLD until 2025-04-08 00:00:00,0.8739,Open,"Invoice INV00001284 has been flagged because it is scheduled to release 44 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 44.8%. Recommended action: HOLD."
AUD00000656,INV00001285,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:10,Not applicable / on-time,DEFER until 2025-04-01 00:00:00,0.5799,Open,"Invoice INV00001285 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 22.5%. Recommended action: DEFER."
AUD00000657,INV00001287,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:11,System error,HOLD until 2025-06-28 00:00:00,0.771,Open,"Invoice INV00001287 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.8%. Recommended action: HOLD."
AUD00000658,INV00001289,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:12,Behavioural,HOLD until 2025-04-20 00:00:00,0.666,Open,"Invoice INV00001289 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 39.3%. Recommended action: HOLD."
AUD00000659,INV00001291,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:13,Behavioural,HOLD until 2026-03-11 00:00:00,0.6864,Open,"Invoice INV00001291 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.6%. Recommended action: HOLD."
AUD00000660,INV00001292,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:14,System error,HOLD until 2026-03-12 00:00:00,0.7401,Open,"Invoice INV00001292 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.4%. Recommended action: HOLD."
AUD00000661,INV00001293,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:15,System error,HOLD until 2025-08-16 00:00:00,0.3439,Open,"Invoice INV00001293 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 29.7%. Recommended action: HOLD."
AUD00000662,INV00001294,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:16,Insufficient audit trail,HOLD until 2025-03-28 00:00:00,0.2412,Open,"Invoice INV00001294 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 22.6%. Recommended action: HOLD."
AUD00000663,INV00001295,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:17,Behavioural,HOLD until 2025-08-18 00:00:00,0.8916,Open,"Invoice INV00001295 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 41.0%. Recommended action: HOLD."
AUD00000664,INV00001296,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:18,Behavioural,DEFER until 2025-11-14 00:00:00,0.8717,Open,"Invoice INV00001296 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: DEFER."
AUD00000665,INV00001297,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:19,UPR,HOLD until 2026-01-28 00:00:00,0.8442,Open,"Invoice INV00001297 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 13.7%. Recommended action: HOLD."
AUD00000666,INV00001301,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:20,Behavioural,HOLD until 2026-01-25 00:00:00,0.7779,Open,"Invoice INV00001301 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 1.3%. Recommended action: HOLD."
AUD00000667,INV00001303,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:21,Behavioural,HOLD until 2026-04-14 00:00:00,0.6986,Open,"Invoice INV00001303 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.8%. Recommended action: HOLD."
AUD00000668,INV00001304,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:22,Not applicable / on-time,HOLD until 2026-02-18 00:00:00,0.8018,Open,"Invoice INV00001304 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.9%. Recommended action: HOLD."
AUD00000669,INV00001305,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:23,Behavioural,HOLD until 2025-07-16 00:00:00,0.7204,Open,"Invoice INV00001305 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 3.3%. Recommended action: HOLD."
AUD00000670,INV00001306,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:24,Behavioural,HOLD until 2025-11-02 00:00:00,0.8716,Open,"Invoice INV00001306 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD."
AUD00000671,INV00001307,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:25,System error,HOLD until 2025-10-13 00:00:00,0.6752,Open,"Invoice INV00001307 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00000672,INV00001308,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:26,UPR,HOLD until 2026-01-30 00:00:00,0.8257,Open,"Invoice INV00001308 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 8.6%. Recommended action: HOLD."
AUD00000673,INV00001309,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:27,Not applicable / on-time,DEFER until 2025-07-01 00:00:00,0.5658,Open,"Invoice INV00001309 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.5%. Recommended action: DEFER."
AUD00000674,INV00001310,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:28,Insufficient audit trail,HOLD until 2025-08-02 00:00:00,0.4058,Open,"Invoice INV00001310 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00000675,INV00001311,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:29,Behavioural,HOLD until 2025-08-19 00:00:00,0.8997,Open,"Invoice INV00001311 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 10.4%. Recommended action: HOLD."
AUD00000676,INV00001313,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:30,Behavioural,HOLD until 2025-11-13 00:00:00,0.8021,Open,"Invoice INV00001313 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.7%. Recommended action: HOLD."
AUD00000677,INV00001314,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:31,Behavioural,DEFER until 2026-06-15 00:00:00,0.4881,Open,"Invoice INV00001314 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 26.6%. Recommended action: DEFER."
AUD00000678,INV00001315,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:32,UPR,HOLD until 2025-07-10 00:00:00,0.8207,Open,"Invoice INV00001315 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 35.9%. Recommended action: HOLD."
AUD00000679,INV00001316,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:33,Behavioural,HOLD until 2026-03-01 00:00:00,0.5063,Open,"Invoice INV00001316 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 16.9%. Recommended action: HOLD."
AUD00000680,INV00001317,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:34,System error,HOLD until 2025-09-25 00:00:00,0.7285,Open,"Invoice INV00001317 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.6%. Recommended action: HOLD."
AUD00000681,INV00001320,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:26:35,UPR,APPROVE until 2025-10-16 00:00:00,0.6099,Closed,"Invoice INV00001320 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 18.1%. Recommended action: APPROVE."
AUD00000682,INV00001321,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:26:36,Insufficient audit trail,DEFER until 2025-03-03 00:00:00,0.4515,Open,"Invoice INV00001321 has been flagged because it is scheduled to release 6 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.3%. Recommended action: DEFER."
AUD00000683,INV00001323,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:37,System error,HOLD until 2025-04-21 00:00:00,0.7476,Open,"Invoice INV00001323 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 13.6%. Recommended action: HOLD."
AUD00000684,INV00001324,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:38,System error,HOLD until 2026-03-03 00:00:00,0.5242,Open,"Invoice INV00001324 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 22.4%. Recommended action: HOLD."
AUD00000685,INV00001325,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:39,Behavioural,HOLD until 2025-10-12 00:00:00,0.8866,Open,"Invoice INV00001325 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 41.2%. Recommended action: HOLD."
AUD00000686,INV00001327,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:26:40,UPR,HOLD until 2025-02-03 00:00:00,0.7966,Open,"Invoice INV00001327 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 34.1%. Recommended action: HOLD."
AUD00000687,INV00001328,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:26:41,Behavioural,APPROVE until 2025-10-22 00:00:00,0.6223,Closed,"Invoice INV00001328 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.3%. Recommended action: APPROVE."
