invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence
INV00001455,V00161,PO0000227,CT000161,P0080,India,INR,2025-06-04,2025-06-08,36758.01,60,Medium,Pending,PAYMENT_TERM_MISMATCH,Caldwell Group,Marketing,India,45,Low,0.1987,45,14150.0,Ice Cream,45,Standard,2025-07-23,2025-06-25,Queued,SEPA,2025-06-08,5,Held,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Morning,Processor 080,AP Europe,44,0.0924,0.0606,0,,Not Applicable,,0,45,2025-07-23,2025-07-29,28,28,1,1,-15,0,0.1987,0.0606,0.0924,1,0,0,1,1,0.35,0.65,0.55,10.512138644659741,High,System error,2025-06,45,2025-07-23,7,2025-07-30,6,0.8333
INV00001456,V00376,PO0000047,CT000376,P0064,India,EUR,2025-02-28,2025-03-03,1386.91,45,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Ellis, Palmer and Perkins",Logistics,India,30,Low,0.086,30,64196.95,Home Care,30,Strategic,2025-04-04,2025-03-19,Queued,ACH,2025-03-03,22,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,30,2025-04-02,2025-04-04,14,14,1,1,-15,2,0.086,0.4673,0.3606,0,0,0,1,0,0.35,0.7,0.2,7.23555429746589,Low,Behavioural,2025-03,30,2025-04-02,2,2025-04-04,2,1.0
INV00001457,V00218,PO0000046,CT000218,P0041,India,IDR,2025-01-13,2025-01-13,22814.16,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Howell, Waller and Holloway",Facilities,India,60,Low,0.093,60,51009.2,Nutrition,60,Standard,2025-03-16,2025-02-02,Queued,ACH,2025-01-13,21,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,60,2025-03-14,2025-03-15,40,40,1,0,0,2,0.093,0.47,0.3611,0,1,0,1,0,0.35,0.7,0.2,10.035180506267002,High,Behavioural,2025-02,60,2025-03-14,0,2025-03-14,1,0.8333
INV00001458,V00102,PO0001046,CT000102,P0007,Indonesia,BRL,2025-09-11,2025-09-12,42446.4,30,Medium,Pending,NORMAL_ON_TIME,Waters Inc,Marketing,Indonesia,30,Medium,0.159,30,14929.85,Home Care,30,Standard,2025-10-12,2025-10-17,Queued,ACH,2025-09-14,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 007,AP Africa,122,0.2455,0.0989,0,,Not Applicable,,0,30,2025-10-12,2025-10-12,-5,0,0,0,0,0,0.159,0.0989,0.2455,0,0,0,0,0,0.38,0.0,0.55,10.656020941336045,Very High,Not applicable / on-time,2025-10,30,2025-10-12,0,2025-10-12,0,1.0
INV00001459,V00159,PO0000792,CT000159,P0072,Indonesia,GBP,2025-10-02,2025-10-07,17830.18,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Murphy Inc,Packaging,Indonesia,60,High,0.185,60,161715.75,Nutrition,60,Strategic,2025-12-06,2025-11-25,Queued,SEPA,2025-10-11,28,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,60,2025-12-06,2025-12-06,11,11,1,0,0,0,0.185,0.3203,0.3462,1,0,0,1,0,0.38,0.7,0.2,9.788703889261852,High,Behavioural,2025-11,60,2025-12-06,3,2025-12-09,0,0.5
INV00001460,V00383,PO0000704,CT000383,P0071,Indonesia,MXN,2025-02-12,2025-02-16,15594.37,60,Medium,Approved,NORMAL_ON_TIME,"Joseph, Beard and Miller",Professional Services,Indonesia,60,High,0.1938,60,50737.18,Nutrition,60,Standard,2025-04-17,2025-04-20,Queued,Wire,2025-02-16,4,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 071,AP SEA,58,0.2332,0.1093,0,,Not Applicable,,0,60,2025-04-17,2025-04-17,-3,0,0,0,0,0,0.1938,0.1093,0.2332,0,1,0,0,0,0.38,0.0,0.2,9.654729354313519,Medium,Not applicable / on-time,2025-04,60,2025-04-17,1,2025-04-18,0,0.8333
INV00001461,V00397,PO0000732,CT000397,P0081,South Africa,IDR,2026-02-16,2026-02-17,45397.09,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Wheeler PLC,Professional Services,South Africa,60,Low,0.2345,60,43551.88,Beauty,60,Strategic,2026-04-18,2026-04-09,Queued,ACH,2026-02-19,0,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon,Processor 081,AP India,100,0.1308,0.1172,1,Port clearance,Approved,Plant Manager,0,60,2026-04-18,2026-04-15,9,9,1,0,0,0,0.2345,0.1172,0.1308,0,0,0,0,0,0.4,0.55,0.2,10.72322531265987,Very High,UPR,2026-04,60,2026-04-18,-2,2026-04-16,-3,0.8333
INV00001462,V00058,PO0000387,CT000058,P0059,Brazil,IDR,2025-09-05,2025-09-06,10351.84,60,High,Approved,NORMAL_ON_TIME,"Jones, Walton and Baker",Logistics,Brazil,60,Low,0.2215,45,36794.0,Foods,60,Standard,2025-11-02,2025-11-07,Queued,Wire,2025-09-07,16,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 059,AP SEA,132,0.166,0.0542,0,,Not Applicable,,0,60,2025-11-05,2025-11-07,-2,0,0,1,-15,-3,0.2215,0.0542,0.166,0,0,0,0,0,0.42,0.0,0.2,9.245016157189047,Medium,Not applicable / on-time,2025-11,60,2025-11-05,0,2025-11-05,2,0.6667
INV00001463,V00415,PO0000516,CT000415,P0052,India,GBP,2025-01-25,2025-01-30,6801.03,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Wyatt Ltd,Professional Services,India,60,Low,0.1296,90,64954.79,Home Care,30,Strategic,2025-03-01,2025-02-08,Queued,ACH,2025-01-30,25,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,30,2025-03-01,2025-03-03,21,21,1,1,30,0,0.1296,0.4174,0.3964,0,1,0,1,0,0.35,0.7,0.2,8.824976376024924,Low,Behavioural,2025-02,30,2025-03-01,1,2025-03-02,2,0.8333
INV00001464,V00359,PO0000019,CT000359,P0009,Brazil,GBP,2026-01-18,2026-01-23,46605.89,30,Medium,Approved,NORMAL_ON_TIME,Lopez-Barajas,Marketing,Brazil,60,Low,0.0604,60,83349.63,Home Care,60,Standard,2026-03-24,2026-03-30,Queued,Wire,2026-01-27,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 009,AP India,50,0.0724,0.1789,0,,Not Applicable,,0,60,2026-03-24,2026-03-26,-6,0,0,1,30,0,0.0604,0.1789,0.0724,1,0,0,0,0,0.42,0.0,0.2,10.749503663261654,Very High,Not applicable / on-time,2026-03,60,2026-03-24,2,2026-03-26,2,1.0
INV00001465,V00273,PO0000821,CT000273,P0051,India,BRL,2025-03-31,2025-04-03,78964.3,60,High,Pending,NORMAL_ON_TIME,"Smith, Chavez and Bennett",Marketing,India,30,Medium,0.3658,60,12857.96,Beauty,30,Standard,2025-05-03,2025-05-04,Queued,ACH,2025-04-07,12,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening,Processor 051,AP India,167,0.2475,0.256,0,,Not Applicable,,0,30,2025-05-03,2025-05-03,-1,0,0,0,0,0,0.3658,0.256,0.2475,0,1,0,0,0,0.35,0.0,0.55,11.276763794448462,Very High,Not applicable / on-time,2025-05,30,2025-05-03,1,2025-05-04,0,0.8333
INV00001466,V00077,PO0000151,CT000077,P0055,USA,MXN,2025-11-03,2025-11-03,124469.92,45,Low,Approved,NORMAL_ON_TIME,Vaughn-Williams,IT Services,USA,45,Low,0.2447,45,53804.21,Corporate,45,Standard,2025-12-20,2025-12-25,Queued,SEPA,2025-11-05,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 055,AP Americas,152,0.1643,0.1814,0,,Not Applicable,,0,45,2025-12-18,2025-12-19,-7,0,0,0,0,2,0.2447,0.1814,0.1643,1,0,1,0,0,0.25,0.0,0.2,11.731827393306986,Very High,Not applicable / on-time,2025-12,45,2025-12-18,0,2025-12-18,1,0.8333
INV00001467,V00247,PO0001003,CT000247,P0012,Germany,MXN,2025-11-04,2025-11-04,6684.23,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Thompson Ltd,Marketing,Germany,60,Medium,0.2026,60,29814.0,Nutrition,60,Strategic,2026-01-03,2025-12-03,Queued,Wire,2025-11-05,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,60,2026-01-03,2026-01-03,31,31,1,0,0,0,0.2026,0.3741,0.5169,0,0,0,1,0,0.18,0.7,0.2,8.807655894329383,Low,Behavioural,2025-12,60,2026-01-03,2,2026-01-05,0,0.6667
INV00001468,V00179,PO0001228,CT000179,P0068,Mexico,MXN,2026-01-04,2026-01-05,8088.24,90,Medium,Approved,NORMAL_ON_TIME,Fowler PLC,Logistics,Mexico,90,Low,0.0346,90,141484.62,Corporate,90,Standard,2026-04-05,2026-04-09,Queued,Wire,2026-01-06,4,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning,Processor 068,AP Africa,178,0.0954,0.1899,0,,Not Applicable,,0,90,2026-04-05,2026-04-07,-4,0,0,0,0,0,0.0346,0.1899,0.0954,0,0,0,0,1,0.36,0.0,0.2,8.998290062499926,Low,Not applicable / on-time,2026-04,90,2026-04-05,2,2026-04-07,2,1.0
INV00001469,V00053,PO0000069,CT000053,P0031,Indonesia,USD,2026-01-04,2026-01-04,7426.58,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Quinn-Schroeder,Packaging,Indonesia,30,Low,0.119,30,21355.69,Corporate,30,Standard,2026-01-31,2026-01-25,Queued,ACH,2026-01-05,12,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Afternoon,Processor 031,AP SEA,135,0.4096,0.0949,1,Port clearance,Pending,Finance Lead,1,30,2026-02-03,2026-02-02,9,9,1,1,-15,-3,0.119,0.0949,0.4096,1,1,0,0,0,0.38,0.55,0.55,8.912955378063005,Low,UPR,2026-01,30,2026-02-03,-1,2026-02-02,-1,1.0
INV00001470,V00414,PO0000788,CT000414,P0018,Mexico,ZAR,2026-03-25,2026-03-29,5599.97,60,High,Rejected,LOW_RISK_STANDARD_PROCESS,Bailey PLC,Logistics,Mexico,60,Medium,0.2969,60,8237.89,Nutrition,60,Standard,2026-05-28,2026-06-03,Held,NEFT,2026-03-29,3,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 018,AP LATAM,124,0.0809,0.2932,0,,Not Applicable,,0,60,2026-05-28,2026-05-28,-6,0,0,0,0,0,0.2969,0.2932,0.0809,0,0,0,0,0,0.36,0.0,0.1,8.630695076009093,Low,Not applicable / on-time,2026-06,60,2026-05-28,-1,2026-05-27,0,0.8333
INV00001471,V00254,PO0000337,CT000254,P0040,USA,EUR,2025-02-09,2025-02-12,5695.67,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Hawkins-Moss,Professional Services,USA,60,Low,0.1904,60,20417.76,Home Care,60,Standard,2025-04-13,2025-03-28,Queued,ACH,2025-02-12,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,60,2025-04-13,2025-04-15,16,16,1,1,30,0,0.1904,0.5052,0.3109,1,0,0,1,0,0.25,0.7,0.2,8.647637072578863,Low,Behavioural,2025-03,60,2025-04-13,2,2025-04-15,2,1.0
INV00001472,V00041,PO0000022,CT000041,P0040,UK,USD,2025-06-16,2025-06-17,9496.99,45,Medium,Approved,NORMAL_ON_TIME,Hill Inc,Logistics,UK,45,Low,0.128,30,44231.69,Corporate,45,Standard,2025-08-01,2025-08-07,Queued,ACH,2025-06-17,4,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,45,2025-08-01,2025-08-03,-6,0,0,1,-15,0,0.128,0.5052,0.3109,0,0,0,0,0,0.22,0.0,0.2,9.15883547625528,Medium,Not applicable / on-time,2025-08,45,2025-08-01,0,2025-08-01,2,0.6667
INV00001473,V00144,PO0000845,CT000144,P0052,Brazil,BRL,2025-06-15,2025-06-19,271329.29,60,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Page and Sons,Marketing,Brazil,60,Low,0.1507,60,143202.49,Corporate,60,Strategic,2025-08-15,2025-08-08,Queued,ACH,2025-06-21,14,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,60,2025-08-18,2025-08-21,10,10,1,0,0,-3,0.1507,0.4174,0.3964,0,0,1,1,0,0.42,0.7,0.2,12.51109214003745,Very High,System error,2025-08,60,2025-08-18,2,2025-08-20,3,0.8333
INV00001474,V00353,PO0001109,CT000353,P0049,Brazil,INR,2025-06-21,2025-06-26,7679.22,45,Medium,Pending,NORMAL_ON_TIME,Jackson Ltd,Packaging,Brazil,45,High,0.293,45,118057.43,Corporate,45,Standard,2025-08-10,2025-08-11,Queued,ACH,2025-06-28,15,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 049,AP LATAM,124,0.0624,0.0576,0,,Not Applicable,,0,45,2025-08-10,2025-08-10,-1,0,0,0,0,0,0.293,0.0576,0.0624,0,0,0,0,0,0.42,0.0,0.55,8.946403471564768,Low,Not applicable / on-time,2025-08,45,2025-08-10,-1,2025-08-09,0,0.8333
INV00001475,V00186,PO0000997,CT000186,P0057,Germany,USD,2025-04-19,2025-04-20,49302.71,60,Medium,Approved,NORMAL_ON_TIME,"Johnson, Garcia and Cummings",Professional Services,Germany,60,Low,0.2878,60,4010.73,Foods,60,Standard,2025-06-19,2025-06-23,Queued,Wire,2025-04-22,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 057,AP Africa,59,0.1153,0.1599,0,,Not Applicable,,0,60,2025-06-19,2025-06-19,-4,0,0,0,0,0,0.2878,0.1599,0.1153,0,0,0,0,0,0.18,0.0,0.2,10.805754610749071,Very High,Not applicable / on-time,2025-06,60,2025-06-19,1,2025-06-20,0,0.8333
INV00001476,V00208,PO0000701,CT000208,P0038,Germany,EUR,2025-04-17,2025-04-22,68585.83,30,Medium,Approved,NORMAL_ON_TIME,"Walker, Clark and Myers",Marketing,Germany,30,Medium,0.2655,30,29803.58,Home Care,30,Standard,2025-05-22,2025-05-26,Queued,ACH,2025-04-26,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 038,AP India,114,0.0794,0.3779,0,,Not Applicable,,0,30,2025-05-22,2025-05-22,-4,0,0,0,0,0,0.2655,0.3779,0.0794,1,0,0,0,0,0.18,0.0,0.2,11.135855812775688,Very High,Not applicable / on-time,2025-05,30,2025-05-22,0,2025-05-22,0,1.0
INV00001477,V00060,PO0000492,CT000060,P0074,India,EUR,2026-03-16,2026-03-16,22012.18,45,Medium,Approved,NORMAL_ON_TIME,Harris-Anderson,Facilities,India,30,Low,0.2226,30,73509.22,Foods,30,Standard,2026-04-15,2026-04-16,Queued,ACH,2026-03-18,12,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 074,AP Africa,85,0.0894,0.2956,0,,Not Applicable,,0,30,2026-04-15,2026-04-17,-1,0,0,1,-15,0,0.2226,0.2956,0.0894,0,0,0,0,0,0.35,0.0,0.2,9.999396643866227,High,Not applicable / on-time,2026-04,30,2026-04-15,4,2026-04-19,2,0.6667
INV00001478,V00047,PO0000519,CT000047,P0079,UK,INR,2026-02-13,2026-02-17,59313.21,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,"Walker, Moyer and Owens",Marketing,UK,60,Low,0.1897,60,62398.34,Beauty,60,Standard,2026-04-15,2026-04-08,Queued,SEPA,2026-02-17,1,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 079,AP LATAM,159,0.1764,0.1523,1,Port clearance,Approved,Finance Lead,0,60,2026-04-18,2026-04-16,10,10,1,0,0,-3,0.1897,0.1523,0.1764,0,0,0,0,0,0.22,0.55,0.2,10.990604185284433,Very High,UPR,2026-04,60,2026-04-18,-3,2026-04-15,-2,0.8333
INV00001479,V00411,PO0000781,CT000411,P0044,Germany,IDR,2025-11-07,2025-11-10,3907.59,60,Medium,Pending,NORMAL_ON_TIME,"Franco, Smith and Steele",Facilities,Germany,60,Low,0.0886,60,41220.7,Nutrition,60,Strategic,2026-01-09,2026-01-12,Queued,Cheque,2025-11-11,16,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 044,AP Americas,73,0.2386,0.1612,0,,Not Applicable,,0,60,2026-01-09,2026-01-09,-3,0,0,0,0,0,0.0886,0.1612,0.2386,0,0,0,0,0,0.18,0.0,0.55,8.270931974131873,Low,Not applicable / on-time,2026-01,60,2026-01-09,1,2026-01-10,0,0.8333
INV00001480,V00180,PO0000677,CT000180,P0016,Indonesia,IDR,2025-09-10,2025-09-10,9080.68,60,Low,Approved,REPEAT_VENDOR_PATTERN,Rios Group,Marketing,Indonesia,60,Low,0.3575,60,32391.29,Foods,60,Strategic,2025-11-09,2025-11-09,Queued,ACH,2025-09-11,6,Released,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 016,AP SEA,123,0.2558,0.1121,0,,Not Applicable,,0,60,2025-11-09,2025-11-09,0,0,0,0,0,0,0.3575,0.1121,0.2558,0,1,0,0,0,0.38,0.0,0.2,9.114014476507307,Medium,Not applicable / on-time,2025-11,60,2025-11-09,1,2025-11-10,0,0.8333
INV00001481,V00041,PO0000524,CT000041,P0026,UK,USD,2025-08-05,2025-08-11,19908.21,45,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Hill Inc,Logistics,UK,45,Low,0.128,45,13357.88,Nutrition,45,Standard,2025-09-25,2025-09-16,Queued,SEPA,2025-08-12,17,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 026,AP India,147,0.0852,0.1746,1,Executive exception,Approved,Procurement,1,45,2025-09-25,2025-09-23,9,9,1,0,0,0,0.128,0.1746,0.0852,0,0,0,0,0,0.22,0.55,0.2,9.898937717717537,High,UPR,2025-09,45,2025-09-25,0,2025-09-25,-2,0.6667
INV00001482,V00231,PO0000786,CT000231,P0070,India,EUR,2025-11-07,2025-11-08,20627.82,30,Medium,Approved,NORMAL_ON_TIME,"Johnson, Hill and Ibarra",Professional Services,India,30,High,0.2952,30,7536.45,Beauty,30,Strategic,2025-12-08,2025-12-13,Queued,ACH,2025-11-12,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 070,AP SEA,60,0.0695,0.1465,0,,Not Applicable,,0,30,2025-12-08,2025-12-08,-5,0,0,0,0,0,0.2952,0.1465,0.0695,0,1,0,0,0,0.35,0.0,0.2,9.934444406174446,High,Not applicable / on-time,2025-12,30,2025-12-08,0,2025-12-08,0,1.0
INV00001483,V00287,PO0000950,CT000287,P0024,India,BRL,2026-01-28,2026-02-03,73181.22,60,Critical,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Collins-Hudson,Raw Materials,India,60,Low,0.3314,60,78579.46,Nutrition,60,Standard,2026-04-04,2026-03-31,Queued,SEPA,2026-02-03,16,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Late Night,Processor 024,AP LATAM,74,0.359,0.0502,1,Port clearance,Pending,Finance Lead,1,60,2026-04-04,2026-04-02,4,4,1,0,0,0,0.3314,0.0502,0.359,1,0,0,0,0,0.35,0.55,0.2,11.200707774270485,Very High,UPR,2026-03,60,2026-04-04,-1,2026-04-03,-2,0.8333
INV00001484,V00370,PO0000640,CT000370,P0071,Mexico,MXN,2025-07-13,2025-07-15,5717.07,60,Medium,Approved,NORMAL_ON_TIME,"Robles, Taylor and James",Logistics,Mexico,60,Low,0.056,90,41747.97,Foods,45,Exception,2025-08-29,2025-08-31,Queued,ACH,2025-07-19,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 071,AP SEA,58,0.2332,0.1093,0,,Not Applicable,,0,45,2025-08-29,2025-08-31,-2,0,0,1,30,0,0.056,0.1093,0.2332,1,1,0,0,0,0.36,0.0,0.2,8.651386614849995,Low,Not applicable / on-time,2025-08,45,2025-08-29,3,2025-09-01,2,0.8333
INV00001485,V00236,PO0000575,CT000236,P0060,South Africa,USD,2025-09-02,2025-09-07,9285.38,30,Medium,Pending,NORMAL_ON_TIME,Potts and Sons,Marketing,South Africa,30,Low,0.1687,30,31142.18,Home Care,30,Standard,2025-10-07,2025-10-07,Queued,NEFT,2025-09-09,13,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 060,AP Africa,107,0.2231,0.1824,0,,Not Applicable,,0,30,2025-10-07,2025-10-07,0,0,0,0,0,0,0.1687,0.1824,0.2231,0,0,0,0,0,0.4,0.0,0.55,9.136304089560383,Medium,Not applicable / on-time,2025-10,30,2025-10-07,1,2025-10-08,0,0.8333
INV00001486,V00366,PO0000733,CT000366,P0041,UK,GBP,2026-02-20,2026-02-25,14924.62,45,Medium,Approved,NORMAL_ON_TIME,Hanson Ltd,Logistics,UK,30,Low,0.2049,30,56589.73,Home Care,30,Standard,2026-03-27,2026-03-30,Queued,NEFT,2026-02-27,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,30,2026-03-27,2026-03-29,-3,0,0,1,-15,0,0.2049,0.47,0.3611,1,0,0,0,0,0.22,0.0,0.2,9.610834478436523,Medium,Not applicable / on-time,2026-03,30,2026-03-27,2,2026-03-29,2,1.0
INV00001487,V00051,PO0000876,CT000051,P0012,USA,USD,2026-02-19,2026-02-22,9465.89,30,Medium,Pending,NORMAL_ON_TIME,Galvan LLC,IT Services,USA,30,Low,0.3722,90,47094.12,Ice Cream,30,Standard,2026-03-24,2026-03-24,Queued,ACH,2026-02-25,11,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,30,2026-03-24,2026-03-26,0,0,0,1,60,0,0.3722,0.3741,0.5169,0,0,0,0,0,0.25,0.0,0.55,9.155555726752207,Medium,Not applicable / on-time,2026-03,30,2026-03-24,3,2026-03-27,2,0.8333
INV00001488,V00007,PO0001242,CT000007,P0049,Indonesia,INR,2025-04-15,2025-04-20,5460.21,60,Low,Pending,NORMAL_ON_TIME,"Atkinson, Byrd and Lynn",Marketing,Indonesia,30,Low,0.1151,30,56169.84,Corporate,30,Strategic,2025-05-20,2025-05-20,Queued,Wire,2025-04-22,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 049,AP LATAM,124,0.0624,0.0576,0,,Not Applicable,,0,30,2025-05-20,2025-05-22,0,0,0,1,-30,0,0.1151,0.0576,0.0624,0,0,0,0,0,0.38,0.0,0.55,8.605425655908313,Low,Not applicable / on-time,2025-05,30,2025-05-20,2,2025-05-22,2,1.0
INV00001489,V00196,PO0000967,CT000196,P0041,USA,INR,2025-04-19,2025-04-22,63230.9,60,High,Pending,HIGH_VALUE_MANUAL_OVERRIDE,Reed Ltd,Marketing,USA,60,Medium,0.1898,60,22162.4,Foods,60,Strategic,2025-06-21,2025-06-27,Queued,Wire,2025-04-25,9,Held,Scenario HIGH_VALUE_MANUAL_OVERRIDE: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,60,2025-06-21,2025-06-21,-6,0,0,0,0,0,0.1898,0.47,0.3611,1,0,0,0,0,0.25,0.0,0.55,11.054564199628556,Very High,Not applicable / on-time,2025-06,60,2025-06-21,-2,2025-06-19,0,0.6667
INV00001490,V00112,PO0000292,CT000112,P0052,USA,EUR,2025-04-03,2025-04-07,12609.39,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Cox, Small and Burns",Marketing,USA,60,Low,0.3575,60,67816.71,Beauty,60,Exception,2025-06-06,2025-05-23,Queued,Wire,2025-04-10,20,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,60,2025-06-06,2025-06-06,14,14,1,0,0,0,0.3575,0.4174,0.3964,0,0,0,1,0,0.25,0.7,0.2,9.44227635631576,Medium,Behavioural,2025-05,60,2025-06-06,0,2025-06-06,0,1.0
INV00001491,V00036,PO0001108,CT000036,P0075,USA,ZAR,2025-01-13,2025-01-14,74601.93,30,High,Approved,REPEAT_VENDOR_PATTERN,Carey and Sons,Facilities,USA,30,High,0.3586,30,65896.79,Home Care,30,Strategic,2025-02-13,2025-02-08,Queued,Wire,2025-01-15,3,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 075,AP Europe,97,0.2261,0.238,0,,Not Applicable,,0,30,2025-02-13,2025-02-13,5,5,1,0,0,0,0.3586,0.238,0.2261,0,1,0,1,0,0.25,0.6,0.2,11.219935061559974,Very High,Behavioural,2025-02,30,2025-02-13,0,2025-02-13,0,1.0
