invoice_id,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day
INV00001023,2026-03-09,3,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001024,2025-11-03,4,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001025,2025-11-18,5,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001026,2025-05-15,12,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Afternoon
INV00001027,2025-02-05,8,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00001028,2025-04-23,15,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001029,2025-07-27,22,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001030,2025-06-10,2,Approved,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Evening
INV00001031,2025-04-05,7,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00001032,2025-01-09,6,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001033,2025-11-15,15,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001034,2025-11-04,9,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001035,2025-03-23,15,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001036,2025-12-25,16,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001037,2026-03-21,13,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00001038,2026-04-04,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001039,2025-04-02,8,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Evening
INV00001040,2025-07-24,3,Released,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Morning
INV00001041,2025-02-02,13,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Afternoon
INV00001042,2025-01-15,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001043,2026-01-26,15,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001044,2026-03-24,10,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00001045,2025-04-03,10,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001046,2025-08-07,19,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001047,2025-01-15,10,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Late Night
INV00001048,2026-01-11,15,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001049,2025-09-09,4,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001050,2025-05-16,8,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning
INV00001051,2026-03-22,6,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001052,2025-03-05,3,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001053,2025-05-08,12,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning
INV00001054,2025-12-13,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001055,2025-07-10,31,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001056,2025-11-21,4,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00001057,2025-04-24,12,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001058,2025-11-03,13,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00001059,2025-09-16,15,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001060,2025-01-30,11,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00001061,2025-06-05,14,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning
INV00001062,2025-05-16,4,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Evening
INV00001063,2025-09-28,8,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001064,2025-07-26,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001065,2025-08-12,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001066,2025-03-21,8,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001067,2026-02-27,6,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001068,2025-12-19,23,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00001069,2025-11-03,14,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00001070,2025-05-11,6,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00001071,2025-11-10,15,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001072,2025-04-23,14,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001073,2025-08-16,5,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001074,2025-05-10,11,Pending,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001075,2025-05-21,3,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001076,2025-10-27,2,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001077,2025-06-03,9,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Late Night
INV00001078,2025-12-01,3,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001079,2025-08-24,30,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001080,2026-04-02,6,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00001081,2025-04-05,1,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00001082,2026-03-10,21,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001083,2025-03-03,8,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001084,2025-09-11,3,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001085,2025-06-21,0,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001086,2025-12-16,14,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001087,2025-03-08,16,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Late Night
INV00001088,2025-05-01,8,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001089,2025-04-20,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001090,2026-03-02,9,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001091,2025-09-05,6,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001092,2025-03-23,6,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001093,2026-01-03,5,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Late Night
INV00001094,2025-05-16,20,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001095,2025-04-19,8,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001096,2025-08-20,2,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001097,2026-01-02,12,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001098,2026-01-19,6,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001099,2025-01-12,7,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00001100,2026-02-20,3,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001101,2026-04-03,11,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,SAP_BLOCK_MISS,Morning
INV00001102,2025-06-02,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001103,2025-08-30,5,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Evening
INV00001104,2025-06-23,22,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001105,2025-08-12,13,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001106,2025-10-27,11,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001107,2025-10-28,1,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00001108,2025-08-10,12,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001109,2025-08-10,14,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001110,2025-08-12,4,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001111,2025-07-12,12,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001112,2025-03-02,8,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Late Night
INV00001113,2025-06-20,1,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001114,2025-12-02,24,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001115,2026-03-22,15,Released,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00001116,2026-01-11,14,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001117,2026-01-30,1,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001118,2025-12-30,16,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001119,2025-08-20,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001120,2025-11-09,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00001121,2026-01-22,3,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001122,2025-04-21,9,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001123,2025-03-15,3,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00001124,2025-05-08,13,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00001125,2025-09-02,16,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening
INV00001126,2026-01-04,11,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001127,2025-08-04,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001128,2026-03-27,19,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001129,2025-06-05,2,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001130,2025-08-05,31,Held,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00001131,2026-02-26,21,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001132,2025-03-24,16,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Late Night
INV00001133,2026-01-17,13,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001134,2025-03-16,1,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001135,2026-02-21,17,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Afternoon
INV00001136,2025-05-30,13,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001137,2025-10-21,23,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon
INV00001138,2025-11-20,19,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Late Night
INV00001139,2025-06-25,2,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001140,2025-09-09,23,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00001141,2025-12-13,9,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001142,2026-02-06,12,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001143,2025-02-25,16,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001144,2025-08-22,8,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Morning
INV00001145,2026-01-28,13,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00001146,2025-09-17,9,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00001147,2025-01-16,2,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Afternoon
INV00001148,2025-03-08,8,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001149,2026-01-16,14,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001150,2025-07-18,17,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00001151,2025-11-23,1,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001152,2026-02-17,10,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00001153,2025-02-14,6,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00001154,2025-08-02,3,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00001155,2025-03-10,0,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001156,2026-01-25,8,Held,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Late Night
INV00001157,2025-07-29,17,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001158,2026-02-08,17,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Late Night
INV00001159,2025-05-23,6,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001160,2025-03-16,25,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001161,2026-02-02,17,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001162,2025-10-07,12,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001163,2025-03-31,14,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001164,2025-11-19,8,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001165,2025-07-18,18,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001166,2025-01-31,5,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00001167,2025-05-06,22,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00001168,2025-12-12,12,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001169,2025-03-05,15,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00001170,2025-06-14,19,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001171,2025-05-09,4,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001172,2025-12-07,12,Released,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00001173,2026-01-30,9,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001174,2025-12-26,18,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00001175,2025-11-25,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001176,2025-02-16,7,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001177,2026-02-26,15,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001178,2025-03-20,0,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001179,2025-07-08,5,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00001180,2026-01-15,9,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001181,2025-04-23,8,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001182,2025-04-20,10,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00001183,2025-01-19,13,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001184,2025-06-14,10,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001185,2025-08-18,16,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,CORA_SYNC_ERR,Morning
INV00001186,2025-08-09,11,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00001187,2025-01-20,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001188,2025-04-10,11,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001189,2025-01-04,1,Released,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,1,TERM_CFG_ERR,Afternoon
INV00001190,2025-04-17,14,Held,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00001191,2025-10-12,9,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001192,2025-01-13,16,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00001193,2025-03-17,0,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001194,2025-09-12,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00001195,2025-09-20,7,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001196,2026-02-18,1,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00001197,2025-09-22,12,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Afternoon
INV00001198,2026-03-02,15,Pending,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001199,2025-12-06,8,Released,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon
INV00001200,2025-09-17,13,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Late Night
INV00001201,2025-06-26,7,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001202,2025-02-26,7,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Late Night
INV00001203,2025-11-20,13,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001204,2026-03-14,16,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001205,2025-06-19,4,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001206,2025-06-15,17,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001207,2025-02-19,9,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001208,2025-10-06,4,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001209,2025-05-22,5,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00001210,2025-01-13,2,Released,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Evening
INV00001211,2025-01-05,11,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00001212,2025-06-08,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001213,2025-08-03,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00001214,2025-08-06,0,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00001215,2025-12-11,3,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001216,2025-09-01,8,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00001217,2025-12-29,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001218,2025-05-26,19,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00001219,2025-04-23,4,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,1,DATE_MAP_ERR,Morning
INV00001220,2025-09-08,11,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00001221,2025-02-26,7,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001222,2025-12-19,7,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Morning
INV00001223,2025-04-02,7,Pending,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,SAP_BLOCK_MISS,Morning
INV00001224,2026-03-04,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00001225,2026-03-27,16,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00001226,2025-09-06,5,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
